Year,Town Code,Town,Sheltered Homeless,Unsheltered Homeless,Total Homeless,Percentage of Homelessness,Homeless Youth,Homeless Veterans,Chronic Homeless,Percentage White,Percentage Black,Percentage Hispanic,Median Age
2012,154,Westbrook,122.5,122.5,245,0.8,146,41,58,50.95,12.97,49.03,44.5
2012,157,Weston,64,321,385,0.39,284,70,31,62.15,6.28,21.88,43.9
2012,158,Westport,145,254,399,0.67,217,63,119,70.89,45.92,9.81,41.1
2022,132,South Windsor,223,329,552,0.91,219,24,309,78.5,5.37,27.22,28.5
2012,159,Wethersfield,108,108,216,1.41,144,71,1,45.2,38.12,44.33,33.6
2012,160,Willington,176,536,712,0.66,328,267,117,88.12,11.85,44.93,22.1
2012,161,Wilton,312.5,312.5,625,0.85,276,313,36,84.51,46.05,5.49,27.5
2012,162,Winchester,215.5,215.5,431,0.44,241,94,96,53.52,45.18,44.88,55.7
2012,163,Windham,281,348,629,1.08,59,314,256,81.14,34.43,17.22,59.1
2012,164,Windsor,62,278,340,0.37,97,116,127,65.92,35.25,6.75,45.2
2012,165,Windsor Locks,216,432,648,1.14,330,163,155,63.09,5.24,43.15,56.5
2012,166,Wolcott,300.5,300.5,601,1.43,180,277,144,55.72,49.32,43.87,45
2012,167,Woodbridge,116.5,116.5,233,1.15,113,64,56,69.05,44.5,31.83,19.4
2012,168,Woodbury,238,238,476,1,102,305,69,76.49,45.28,30.85,59.9
2012,169,Woodstock,310,310,620,1.01,318,259,43,60.55,34.67,41.59,22.2
2013,1,Andover,460,34,494,0.81,56,227,211,71.46,20.52,40.38,46.7
2013,2,Ansonia,328.5,328.5,657,0.39,284,199,174,74.97,45.21,45.05,28.6
2013,3,Ashford,243.5,243.5,487,0.9,128,219,140,75.56,18.12,29.87,34.5
2013,4,Avon,104,464,568,0.73,314,179,75,42.6,30.32,48.54,45.1
2013,5,Barkhamsted,98,371,469,0.39,85,227,157,82.99,9.49,49.83,36.3
2013,6,Beacon Falls,510,24,534,1.24,199,251,84,62.91,46.49,10.24,28.5
2013,7,Berlin,384,305,689,1.03,70,298,321,53.12,11.33,43.23,32
2013,8,Bethany,404,4,408,0.48,97,3,308,52.09,15.12,27.49,32.3
2013,9,Bethel,228,228,456,1.17,299,140,17,64.15,30.12,22.44,58.3
2013,10,Bethlehem,517,106,623,1.37,175,165,283,84.34,39.38,32.59,51.5
2013,11,Bloomfield,475,51,526,1.05,232,253,41,58.92,32.87,7.52,37.3
2013,12,Bolton,179.5,179.5,359,1.09,74,152,133,77.49,15.45,27.79,26.4
2013,13,Bozrah,154.5,154.5,309,1.42,142,66,101,44.84,5.04,44.19,52.1
2023,91,New Fairfield,106,106,212,1.2,22,54,136,63.8,39.07,14.61,24.6
2013,14,Branford,248,248,496,1.33,180,95,221,89.58,49.33,24.19,26.8
2013,15,Bridgeport,219,219,438,0.69,44,166,228,78.52,41.45,47.28,33.4
2013,16,Bridgewater,352,352,704,0.99,91,320,293,50.53,25.71,24.29,55
2013,17,Bristol,436,467,903,0.4,268,330,305,65.07,45.67,21.13,23.5
2013,18,Brookfield,22,387,409,0.43,33,61,315,51.68,23.44,24.82,23.1
2013,19,Brooklyn,228,228,456,0.41,165,173,118,60.48,28.62,28.38,38.7
2022,55,Goshen,224,224,448,0.37,227,68,153,52.6,40.49,16.8,48.3
2013,20,Burlington,209.5,209.5,419,0.48,69,252,98,79,26.47,33.44,29.6
2013,22,Canterbury,314.5,314.5,629,0.26,195,111,323,78.56,25.14,41.03,41.9
2013,23,Canton,252,252,504,1.07,132,214,158,51.41,39.88,25.34,37
2013,24,Chaplin,457,265,722,0.58,246,238,238,86.11,28.7,41.79,36.3
2013,25,Cheshire,82,630,712,0.95,167,226,319,69.63,19.25,29.02,22.7
2013,26,Chester,144,549,693,1.15,276,229,188,59,16.62,20.23,23.9
2013,27,Clinton,84,611,695,1.35,155,232,308,65.1,6.7,34.61,52.5
2013,28,Colchester,77,355,432,0.94,22,162,248,70.25,31.24,37.3,55.2
2013,29,Colebrook,174.5,174.5,349,0.23,199,125,25,67.99,15.35,30.11,27.9
2013,30,Columbia,357,357,714,1.19,274,252,188,64.32,11.67,7.55,22.8
2013,31,Cornwall,0,520,520,0.44,49,332,139,65.25,34.42,12.64,20.2
2013,32,Coventry,50,513,563,1.53,185,198,180,48.82,35.65,17.84,43.5
2013,33,Cromwell,117.5,117.5,235,1.09,19,196,20,80.64,38.85,17.72,48
2013,34,Danbury,199,199,398,1.03,115,121,162,67.09,27.66,35.3,33.7
2013,35,Darien,212,212,424,0.93,91,263,70,46.55,45.23,5.83,46.5
2013,36,Deep River,93,93,186,0.85,52,53,81,78.31,47.14,39.01,47.9
2013,37,Derby,205,205,410,1.43,122,134,154,86.62,41.33,16.94,57.3
2013,38,Durham,364.5,364.5,729,1.39,264,150,315,87.37,33.6,18.95,20.7
2013,40,East Granby,74,74,148,5,3,99,46,58.45,18.67,28.76,26.1
2013,41,East Haddam,297,297,594,0.33,168,233,193,46.78,49.23,14.72,20.9
2013,42,East Hampton,33,501,534,0.65,280,31,223,65.92,17.34,44.8,54.5
2013,43,East Hartford,347,239,586,0.87,289,61,236,45.63,14.12,8.84,51.3
2013,44,East Haven,94,452,546,10.2,72,195,279,86.7,24.9,25,42.1
2013,45,East Lyme,71,103,174,0.17,136,29,9,49.18,7.56,43.22,21.5
2013,47,East Windsor,550,98,648,1.2,255,242,151,52.64,49.03,32.71,29.5
2013,39,Eastford,153,195,348,0.28,140,105,103,60.33,31.48,18.15,30.5
2013,46,Easton,249,375,624,1.1,207,294,123,59.16,30.06,23.93,41.6
2013,48,Ellington,287.5,287.5,575,0.24,259,132,184,79.73,34.51,36.8,28.8
2013,49,Enfield,437,135,572,1.49,262,21,289,62.82,27.37,48.8,21.1
2013,50,Essex,117,348,465,1.59,270,155,40,48.54,6.44,45.19,48.7
2013,52,Farmington,130,130,260,1.7,37,213,10,53.36,32.55,20.41,30.6
2013,53,Franklin,322,322,644,0.85,202,225,217,65.46,37.23,49.92,37
2013,54,Glastonbury,305,202,507,0.26,223,284,0,47.37,23.75,5.16,23.4
2013,55,Goshen,267,124,391,1.03,51,170,170,70.58,39.08,6.24,51.7
2013,56,Granby,201,201,402,0.26,80,41,281,68.29,15.22,42.07,41.8
2013,57,Greenwich,53,268,321,1.22,210,59,52,75.74,14.96,13.98,55.9
2013,58,Griswold,103,103,206,0.45,6,76,124,86.89,12.26,7.73,38.8
2013,59,Groton,388,31,419,0.69,44,201,174,85.61,21.74,15.67,57.5
2013,60,Guilford,398.5,398.5,797,0.41,314,219,264,87.3,43.12,24.17,55.5
2013,61,Haddam,363,363,726,1.64,276,186,264,52.24,42.26,37.88,42.2
2013,62,Hamden,275.5,275.5,551,1.34,258,95,198,46.58,22.23,33.1,57.2
2013,63,Hampton,303.5,303.5,607,0.32,141,211,255,55.11,31.51,15.69,31.6
2013,64,Hartford,400,289,689,0.83,257,261,171,84.75,37.44,27.65,33.4
2013,65,Hartland,623,47,670,0.61,284,328,58,88.6,15.85,46.68,19.9
2013,66,Harwinton,108.5,108.5,217,0.61,36,76,105,82.97,12.57,41.68,42.7
2013,67,Hebron,99,99,198,0.26,44,30,124,45.5,48.74,19.54,48.3
2013,68,Kent,86,86,172,0.37,119,38,15,87.37,32.79,49.2,50.5
2013,69,Killingly,206,181,387,0.72,45,305,37,61.17,49.16,36.89,24.3
2013,70,Killingworth,228,486,714,0.51,139,333,242,40.47,20.2,7.81,36.7
2013,71,Lebanon,237,237,474,0.9,52,213,209,62.12,36.64,6.58,25.4
2013,72,Ledyard,369.5,369.5,739,0.48,300,125,314,42.3,15.02,12.58,45.8
2013,73,Lisbon,577,158,735,0.55,287,164,284,67.19,16.75,37.75,24.6
2013,74,Litchfield,74,611,685,0.83,273,245,167,56.93,28.04,13.27,56
2013,75,Lyme,434,205,639,0.26,268,108,263,63.67,19.38,28.02,27.7
2013,76,Madison,102,360,462,1,278,87,97,70.66,12.54,9.2,30.2
2013,78,Mansfield,196.5,196.5,393,0.9,61,199,133,83.44,16.83,46.44,53.7
2013,79,Marlborough,251.5,251.5,503,0.91,53,270,180,73.1,6.61,20.48,37.3
2013,80,Meriden,169.5,169.5,339,0.73,68,50,221,61.7,36.7,45.87,19
2013,81,Middlebury,293,293,586,0.41,241,197,148,80.97,27.15,47.52,38.8
2013,82,Middlefield,267,267,534,0.98,269,22,243,85.28,9.24,5.28,21.6
2013,83,Middletown,305,410,715,0.68,251,152,312,45.99,12.73,25.89,59.4
2013,84,Milford,97,483,580,0.44,283,222,75,66.6,9.61,6.11,42.7
2013,85,Monroe,275.5,275.5,551,0.92,70,220,261,54.23,32.57,45.89,28.8
2013,86,Montville,351,351,702,0.74,322,150,230,42.35,9.24,28.33,41.7
2013,87,Morris,334,220,554,1.59,99,265,190,73.43,38.94,8.37,21.2
2013,88,Naugatuck,132.5,132.5,265,1.31,60,72,133,83.14,5.92,9.96,51.6
2013,89,New Britain,434,52,486,0.58,102,76,308,48.15,16.22,22.26,56.9
2011,110,Plainville,200,200,400,0.94,118,31,251,80.62,45.08,47.31,54.7
2013,90,New Canaan,162,162,324,0.82,16,64,244,82.67,37.33,36.18,32.4
2013,91,New Fairfield,307,278,585,1.1,304,17,264,85.72,8.28,44.04,31.7
2013,92,New Hartford,248,429,677,1.12,190,163,324,53.26,41.95,21.49,19.5
2013,93,New Haven,165,661,826,1.1,211,286,329,85.2,27.19,6.94,45.4
2013,95,New London,66.5,66.5,133,1.01,77,53,3,56.03,43.11,48.84,40.5
2013,96,New Milford,71.5,71.5,143,1.22,45,62,36,67.62,32.03,5.77,37.3
2013,94,Newington,334,84,418,0.59,92,256,70,42.53,35.68,47.64,56.1
2013,97,Newtown,255.5,255.5,511,0.61,12,238,261,42.19,49.71,21.59,25.1
2013,98,Norfolk,235.5,235.5,471,1.1,227,8,236,76.02,15.46,5.45,18.4
2013,99,North Branford,105,620,725,11.4,300,119,306,62.22,33.08,36.01,21.1
2012,15,Bridgeport,141,141,282,1.12,16,89,177,52.81,25.71,49.12,27.4
2013,100,North Canaan,80,628,708,0.85,302,311,95,49.52,6.78,48.45,19.4
2013,101,North Haven,132,329,461,0.37,61,174,226,73.5,5.65,12.24,39.1
2013,102,North Stonington,27,27,54,0.8,42,2,10,40.02,10.37,13.16,31.2
2013,103,Norwalk,230.5,230.5,461,1.22,67,129,265,80.29,34.21,30.45,25.6
2013,104,Norwich,137,315,452,0.78,211,53,188,43.96,30.52,33.68,49.5
2013,105,Old Lyme,183,519,702,0.9,202,292,208,49.57,29.9,38.27,26.6
2013,106,Old Saybrook,400,8,408,1.23,213,183,12,59.31,6.43,13.15,46.9
2013,107,Orange,329,163,492,1.53,108,223,161,64.24,26.12,48.16,32.7
2013,108,Oxford,176.5,176.5,353,1.03,283,11,59,57.75,46.61,33.74,39.5
2013,109,Plainfield,145.5,145.5,291,0.6,93,194,4,56.04,22.89,43.12,57.2
2013,110,Plainville,335.5,335.5,671,0.26,224,246,201,88.2,33.12,29.3,19.6
2013,112,Pomfret,194,194,388,0.36,224,153,11,72.08,40.09,23.64,39
2013,113,Portland,68,486,554,0.39,238,77,239,41.17,40.28,48.97,53.9
2013,114,Preston,240,240,480,1.26,117,139,224,61.51,28.37,31.2,42.7
2013,115,Prospect,180,180,360,0.67,90,89,181,83.75,43.61,44.01,29.6
2013,116,Putnam,52,675,727,0.43,288,143,296,55.07,22.61,47.9,34.7
2013,117,Redding,449,205,654,1.07,280,71,303,44.73,44.99,35.39,46.6
2013,118,Ridgefield,204,296,500,1.4,18,176,306,77.92,15.81,29.7,55.4
2013,119,Rocky Hill,125,488,613,0.66,174,262,177,70.3,17.61,5.16,19.7
2013,120,Roxbury,246,246,492,0.81,105,270,117,68.52,7.39,6.8,21
2013,121,Salem,42,425,467,0.43,288,104,75,42.68,40.8,14.04,31.7
2013,122,Salisbury,181.5,181.5,363,1.18,247,71,45,47.02,23.77,13.37,27.8
2013,123,Scotland,310.5,310.5,621,0.85,322,73,226,71.13,15.31,16.46,29.1
2013,124,Seymour,288,288,576,1.19,141,142,293,50.39,15.43,18.72,27.3
2013,125,Sharon,110,487,597,0.64,297,61,239,65.2,45.56,21.2,26.2
2013,126,Shelton,238.5,238.5,477,0.68,192,145,140,67.24,42.53,23.92,23.5
2013,127,Sherman,275,275,550,1.07,302,45,203,54.18,29.91,9.45,57.2
2013,128,Simsbury,182,485,667,0.64,290,228,149,87.42,32.72,6.91,24.1
2023,106,Old Saybrook,188.5,188.5,377,1.27,134,102,141,81.2,41.81,22.23,56.9
2013,129,Somers,282,282,564,5.6,331,104,129,82.12,26.34,35.33,26.6
2013,132,South Windsor,94,553,647,0.78,207,108,332,76.12,22.62,29.18,28.3
2013,130,Southbury,415.5,415.5,831,0.8,247,316,268,43.9,46.2,24.99,57.2
2013,131,Southington,373,200,573,0.5,141,120,312,45.31,10.65,33.55,49.7
2013,133,Sprague,244,244,488,1.4,310,42,136,64.64,23.83,42.25,51.2
2013,134,Stafford,217,217,434,0.3,221,98,115,48.04,20.51,24.25,22.4
2013,135,Stamford,288.5,288.5,577,0.89,224,193,160,88.91,27.42,33.85,53.1
2013,136,Sterling,359,288,647,0.57,183,310,154,47.93,25.59,47.91,35.1
2013,137,Stonington,344.5,344.5,689,1.49,304,213,172,64.37,28.35,42.78,29
2013,138,Stratford,272,272,544,0.48,187,228,129,58.21,11.3,24.17,42.2
2013,139,Suffield,280,94,374,0.48,112,184,78,71.97,28.09,34.01,52.5
2013,140,Thomaston,194,153,347,1.47,180,111,56,46.45,15.91,12.97,50.7
2013,141,Thompson,262.5,262.5,525,0.85,198,271,56,61.52,13.29,30.22,55.4
2013,142,Tolland,194,320,514,1.37,69,312,133,53.74,7.92,49.16,57
2013,143,Torrington,99.5,99.5,199,1.11,85,101,13,84.39,39.32,28.32,28
2013,144,Trumbull,92,437,529,0.69,38,209,282,42.03,24.23,46.74,35.8
2013,145,Union,324.5,324.5,649,0.66,130,226,293,85.69,33.2,23.33,18.6
2013,146,Vernon,217.5,217.5,435,0.68,9,280,146,81.65,37.74,49.95,54.9
2013,147,Voluntown,60,89,149,12.2,2,21,126,54.88,35.57,31.06,24.5
2013,148,Wallingford,633,174,807,0.36,301,247,259,79.46,26.17,6.9,54.2
2013,149,Warren,50,570,620,0.8,149,158,313,41.56,22.46,31.4,31.8
2013,150,Washington,402,109,511,0.25,66,228,217,88.34,21.92,17.36,33.5
2013,151,Waterbury,305,305,610,0.78,192,186,232,66.33,33.8,6.46,19.6
2013,152,Waterford,4,401,405,1.26,96,142,167,55.16,27.27,41.94,31.7
2013,153,Watertown,91.5,91.5,183,0.98,18,23,142,58.13,43.21,17.41,55.3
2013,155,West Hartford,603,113,716,0.84,317,140,259,43.32,44.36,40.84,19.1
2013,156,West Haven,276.5,276.5,553,0.22,97,239,217,89.47,12.68,17.97,35.1
2013,154,Westbrook,327,327,654,0.5,56,291,307,41.96,11.13,13.74,19.3
2013,157,Weston,533,22,555,0.57,106,304,145,72.75,33.37,48.83,33.6
2013,158,Westport,133,133,266,1.34,87,81,98,62.14,18.56,21.27,25.3
2013,159,Wethersfield,184,184,368,0.83,140,47,181,87.45,5.84,32.06,28.6
2013,160,Willington,240.5,240.5,481,0.89,143,170,168,52.3,44.99,32.45,54.9
2013,161,Wilton,272,272,544,0.81,51,261,232,66.6,15.21,30.22,36.3
2013,162,Winchester,232,138,370,0.77,211,67,92,64.12,46.82,46.16,29.5
2013,163,Windham,84.5,84.5,169,0.69,40,13,116,75.14,37.28,35.35,42.8
2013,164,Windsor,167.5,167.5,335,1.49,303,29,3,43.4,39.32,23.17,24
2013,165,Windsor Locks,45,238,283,0.72,90,109,84,49.69,14.07,43.81,28.9
2013,166,Wolcott,207.5,207.5,415,0.73,38,211,166,50.73,15.54,13.15,40.9
2013,167,Woodbridge,140.5,140.5,281,0.73,12,263,6,76.91,28.46,29.49,28
2013,168,Woodbury,77,570,647,1.02,95,321,231,49.46,12.74,47.77,46.5
2013,169,Woodstock,279.5,279.5,559,1.22,108,201,250,68.67,18.74,33.14,38.6
2014,1,Andover,135,135,270,0.9,103,83,84,50.76,19.47,41.76,50.4
2014,2,Ansonia,300,300,600,0.4,230,52,318,83.08,12.18,34.41,57.8
2014,3,Ashford,72,417,489,0.16,42,255,192,87.11,14.23,42.77,22.9
2014,4,Avon,201.5,201.5,403,1.39,208,73,122,65.92,40.48,47.5,32.1
2014,5,Barkhamsted,248,146,394,1.27,87,219,88,57.62,12.52,17.28,31.4
2014,6,Beacon Falls,46,282,328,0.57,92,142,94,51.7,6.28,12.63,24.3
2014,7,Berlin,120,451,571,0.43,173,99,299,42.49,33.32,26.78,52
2014,8,Bethany,213,84,297,0.53,125,128,44,53.43,48.92,36.58,49.9
2014,9,Bethel,238,340,578,0.83,108,218,252,72.71,19.9,15.22,38.3
2014,10,Bethlehem,55,311,366,1.65,46,270,50,66.68,10.34,5.18,40.6
2014,11,Bloomfield,149,149,298,1.51,213,21,64,87.2,30.67,20.43,20.5
2014,12,Bolton,106,215,321,0.61,91,177,53,59.81,45.79,48.6,41.3
2014,13,Bozrah,224,224,448,0.69,180,47,221,74.69,40.28,36.27,51.2
2014,14,Branford,47,180,227,0.66,40,116,71,64.47,33.01,23.06,42.1
2014,15,Bridgeport,572,181,753,0.7,258,328,167,65.63,19.18,13.67,29.1
2014,16,Bridgewater,336,147,483,0.61,120,178,185,53.39,29.38,21.02,46
2014,17,Bristol,25,465,490,0.14,76,272,142,62.75,9.11,12.64,33.2
2014,18,Brookfield,145,145,290,0.4,94,178,18,63.54,35.55,9.78,40.9
2014,19,Brooklyn,256,69,325,1.02,268,48,9,75.33,37.63,45.8,38.5
2014,20,Burlington,7,595,602,0.94,17,314,271,87.03,48.43,49.89,34
2014,21,Canaan,624,92,716,1.03,292,254,170,56.47,16.72,12.39,48.2
2018,134,Stafford,107,107,214,0.82,170,29,15,42.11,5.83,7.45,55.1
2014,22,Canterbury,252,72,324,1.05,161,84,79,64.81,29.55,19.84,18.2
2014,23,Canton,691,178,869,0.37,310,276,283,67.22,36.81,25.77,57.2
2014,24,Chaplin,136.5,136.5,273,0.65,51,33,189,48.42,40.57,14.22,39.5
2014,25,Cheshire,302,208,510,1.15,35,328,147,78.02,13.72,18.56,47.4
2014,26,Chester,222.5,222.5,445,0.6,186,97,162,89.25,16.78,14.04,53.9
2014,27,Clinton,55,531,586,0.82,247,75,264,87.29,28.07,39.84,37.6
2014,28,Colchester,181,181,362,0.31,51,174,137,49.86,19.88,37.07,53.1
2014,29,Colebrook,525,41,566,0.52,18,248,300,83.77,43.72,33.57,25.5
2014,30,Columbia,126.5,126.5,253,0.43,91,133,29,75.22,26.32,22.42,24.7
2014,31,Cornwall,27,591,618,1.3,138,177,303,62.69,40.98,45.91,45.6
2014,32,Coventry,348.5,348.5,697,0.73,303,227,167,67.03,31.13,48.63,54.5
2014,33,Cromwell,77,294,371,0.45,219,62,90,82.48,39.79,12.81,55.5
2014,34,Danbury,215,240,455,1,98,267,90,64.01,19.97,15.04,45
2014,35,Darien,385,317,702,0.98,235,257,210,58.66,42.41,28.65,40.1
2014,36,Deep River,364,314,678,0.41,206,143,329,64.66,17.36,9.11,31.9
2014,37,Derby,665,79,744,1.05,143,302,299,68.96,29.57,24.64,59.2
2014,38,Durham,211,211,422,0.57,198,51,173,49.45,14.63,31.18,31.4
2014,40,East Granby,698,39,737,0.76,302,302,133,85.05,26.4,28.49,49.3
2014,41,East Haddam,311,132,443,1.49,322,98,23,73.71,19.32,19.89,40.3
2014,42,East Hampton,395.5,395.5,791,0.53,286,305,200,71.66,17,29.41,43.6
2014,43,East Hartford,6,587,593,0.23,331,44,218,44.97,48.51,48.15,34.5
2008,113,Portland,242,242,484,0.81,6,302,176,76.07,27.73,6.71,38.8
2014,44,East Haven,2,308,310,1.48,263,41,6,70.21,12.2,14.27,58.5
2014,45,East Lyme,273.5,273.5,547,0.36,216,326,5,46.05,40.43,34.47,42
2014,47,East Windsor,180.5,180.5,361,0.86,188,56,117,43.93,49.29,6.95,57.4
2014,39,Eastford,117.5,117.5,235,1.05,43,32,160,66.37,5.9,7.99,18.3
2014,46,Easton,362,125,487,1.01,290,113,84,60.14,36.46,29.83,42.1
2014,48,Ellington,367,367,734,1.55,188,299,247,69.44,16.38,9.72,48.1
2014,49,Enfield,235.5,235.5,471,0.93,193,113,165,44.46,6.82,6.01,49.3
2014,50,Essex,273,195,468,0.86,269,55,144,61.55,23.13,12.72,56
2014,51,Fairfield,166,166,332,1.18,259,43,30,48.74,47.08,30.42,18.2
2014,52,Farmington,334,334,668,1.45,238,211,219,89.36,5.53,36.65,18
2014,53,Franklin,285.5,285.5,571,1.28,111,328,132,68.06,31.45,14.11,37.8
2014,54,Glastonbury,82,82,164,0.43,68,33,63,74.37,27.56,35.07,19.2
2014,55,Goshen,14,378,392,0.61,48,269,75,56.27,44.3,13.21,58.9
2014,56,Granby,191,444,635,1.36,310,195,130,44.74,8.78,32.61,27.3
2014,57,Greenwich,292.5,292.5,585,1.11,150,124,311,88.79,35.67,23.54,37.9
2014,58,Griswold,630,4,634,0.62,238,78,318,54.31,35.6,34.42,20.6
2014,59,Groton,202.5,202.5,405,0.64,114,254,37,61.19,35.11,49.78,39.9
2014,60,Guilford,27,244,271,1.01,74,144,53,72.49,47.41,47.2,34
2014,61,Haddam,154,154,308,0.39,97,82,129,41.23,42.04,5.19,19.9
2014,62,Hamden,38,518,556,1.2,110,229,217,80.51,6.89,44.84,32.1
2014,63,Hampton,210.5,210.5,421,0.51,284,136,1,66.83,26.2,7.99,34.4
2014,64,Hartford,272,254,526,4.8,255,26,245,53.91,22.91,47.89,59.6
2014,65,Hartland,230,402,632,0.97,317,176,139,43.08,18.96,17.68,26.7
2014,66,Harwinton,85,724,809,0.51,308,206,295,48.12,25.31,22.19,40.9
2014,67,Hebron,473,205,678,0.52,116,305,257,84.75,22.29,9.12,59.5
2014,68,Kent,125,464,589,0.41,175,310,104,74.3,24.46,10.05,51.3
2014,69,Killingly,311.5,311.5,623,0.51,227,212,184,52.5,49.07,37.7,59.7
2014,70,Killingworth,221.5,221.5,443,0.39,105,36,302,43.28,8.99,47.49,58.7
2014,71,Lebanon,144,629,773,1.42,238,292,243,74.53,46.5,32.48,38.6
2014,72,Ledyard,220,220,440,0.53,99,178,163,68.62,26.61,37.21,47.2
2014,73,Lisbon,211,254,465,1.05,175,159,131,60.23,33.07,39.29,22.6
2014,74,Litchfield,24,437,461,1.06,248,11,202,58.18,42.36,16.83,36.5
2014,75,Lyme,226,226,452,0.68,75,168,209,50.84,21.22,7.04,52
2014,76,Madison,393,20,413,0.09,2,311,100,73.48,24.37,5.08,39.2
2014,77,Manchester,66,363,429,0.7,80,79,270,88.53,23.43,20.78,47.5
2014,78,Mansfield,232,116,348,1,287,13,48,48.79,21.86,15.87,49.3
2014,79,Marlborough,108,190,298,1,7,53,238,69.86,46.65,7.8,28.6
2014,80,Meriden,145,408,553,0.45,86,253,214,61.21,42.3,13.08,54.8
2014,82,Middlefield,110,529,639,0.48,285,64,290,62.33,9.9,10.6,37.3
2014,83,Middletown,227,182,409,0.61,73,57,279,52.71,9.87,46.17,26.8
2014,84,Milford,110,422,532,1.19,122,95,315,81.26,24.25,11.31,54.3
2014,85,Monroe,194.5,194.5,389,1.1,293,20,76,64.26,9.44,29.19,35.5
2014,86,Montville,33,671,704,0.24,142,259,303,67.17,32.86,31.69,49.5
2014,87,Morris,189.5,189.5,379,0.86,157,72,150,55.24,11.47,29.46,41
2014,88,Naugatuck,325.5,325.5,651,0.91,108,247,296,49.09,28.51,9.46,34
2014,89,New Britain,307.5,307.5,615,0.98,333,126,156,44.3,5.32,19.35,52
2014,90,New Canaan,368,68,436,0.7,194,45,197,75.71,19.25,7.31,42.5
2014,91,New Fairfield,294,294,588,0.57,35,267,286,49.81,35.47,22.81,34.4
2014,92,New Hartford,119.5,119.5,239,0.77,89,127,23,74.5,26.78,13.49,22.6
2014,93,New Haven,166,166,332,0.78,295,29,8,59.52,49.02,30.27,55.6
2014,95,New London,424,129,553,0.3,329,93,131,60.79,44.33,36.18,19.5
2014,96,New Milford,249.5,249.5,499,1.16,200,223,76,63.46,21.16,28.95,54.3
2014,94,Newington,517,68,585,0.98,45,315,225,58.39,7.05,24.54,33.1
2014,97,Newtown,167.5,167.5,335,0.92,106,99,130,45.03,43.05,22.43,44.9
2014,98,Norfolk,281,47,328,0.36,169,70,89,55.48,46.01,42.88,56.7
2014,99,North Branford,319,22,341,0.44,145,80,116,73.19,41.93,14.87,24.4
2014,100,North Canaan,292.5,292.5,585,1.42,177,299,109,73.29,10.76,38.04,41.8
2014,101,North Haven,218.5,218.5,437,1.23,60,107,270,54.31,49.91,39.09,50.1
2014,102,North Stonington,164.5,164.5,329,0.8,2,101,226,63.01,16.64,23.86,49.8
2014,103,Norwalk,314,100,414,1.19,81,90,243,49.67,37.59,18.38,40.1
2014,104,Norwich,292,292,584,0.19,262,15,307,50.52,45.86,26.17,44.2
2014,105,Old Lyme,224.5,224.5,449,0.92,286,109,54,41.15,15.61,9.19,49.8
2014,106,Old Saybrook,309,309,618,0.84,320,262,36,84.84,45.87,7.07,53.3
2014,108,Oxford,153.5,153.5,307,1.07,94,159,54,50.54,18.93,10.02,50
2014,109,Plainfield,288,38,326,0.43,63,252,11,51.38,48.94,13.42,32.9
2014,110,Plainville,436,81,517,0.69,245,88,184,53.98,17.66,27.69,59.9
2014,111,Plymouth,203,203,406,0.81,76,94,236,46.37,47.9,43.21,36.2
2014,112,Pomfret,276,545,821,0.59,258,271,292,71.96,7.41,15.6,19
2014,113,Portland,270.5,270.5,541,1.07,92,246,203,43.76,36.92,47.08,33.2
2014,114,Preston,581,124,705,1.12,290,205,210,46.71,28.95,47.97,23.4
2014,115,Prospect,502,310,812,0.89,270,317,225,72.24,26.5,48.15,23.1
2014,116,Putnam,155.5,155.5,311,0.89,20,285,6,56.98,15.06,42.69,29.8
2014,117,Redding,515,12,527,0.69,61,247,219,75.4,36.75,21.37,20.2
2014,118,Ridgefield,349,286,635,1.14,259,66,310,67.87,13.59,8.27,46.9
2014,119,Rocky Hill,154,154,308,0.26,236,45,27,52.8,29.88,30.6,21.1
2014,120,Roxbury,445,29,474,0.36,140,42,292,72.54,16.4,30.14,26.5
2014,121,Salem,302.5,302.5,605,0.56,166,228,211,45.81,48,43.25,21.9
2014,122,Salisbury,349,205,554,1.1,66,300,188,66.82,6.29,49.82,20.7
2014,123,Scotland,182,182,364,0.84,57,233,74,61.86,13.99,27.87,29.2
2014,124,Seymour,325,325,650,1.11,211,198,241,53.39,15.9,20.53,42
2014,125,Sharon,136.5,136.5,273,1.34,129,31,113,70.2,23.63,13.37,58.5
2014,126,Shelton,136,317,453,1.37,24,263,166,83.57,15.47,5.22,54.8
2014,127,Sherman,113.5,113.5,227,0.55,10,112,105,89.95,27.11,27.91,54.8
2014,128,Simsbury,361.5,361.5,723,0.4,256,317,150,70.39,44.26,30,25.4
2014,129,Somers,242,419,661,1.42,303,275,83,60.24,37.04,42.12,29.1
2014,132,South Windsor,218,218,436,1.36,80,145,211,51.26,31.1,27.71,21.2
2014,130,Southbury,39,517,556,0.84,285,5,266,52.85,9.01,46.24,50.7
2014,131,Southington,228,218,446,0.91,18,107,321,63.97,36.23,33.26,20.9
2014,133,Sprague,547,89,636,0.75,109,259,268,58.36,12.49,42.82,41.4
2014,134,Stafford,139.5,139.5,279,1,33,70,176,85.69,40.39,11.67,28.4
2014,135,Stamford,222,496,718,0.27,287,161,270,58.41,16.25,43.49,28.2
2014,136,Sterling,5,736,741,1.32,331,99,311,58.67,23.77,35.38,59.6
2014,137,Stonington,321,440,761,0.48,254,326,181,59.18,20.77,12.66,49.8
