Year,Town Code,Town,Sheltered Homeless,Unsheltered Homeless,Total Homeless,Percentage of Homelessness,Homeless Youth,Homeless Veterans,Chronic Homeless,Percentage White,Percentage Black,Percentage Hispanic,Median Age
2011,61,Haddam,144.5,144.5,289,0.43,27,31,231,50.34,30.9,7.89,53.5
2011,62,Hamden,419.0,90.0,509,0.78,191,271,47,57.91,46.64,29.21,50.2
2011,63,Hampton,728.0,52.0,780,0.26,248,323,209,47.47,11.61,37.35,33.9
2011,64,Hartford,276.0,320.0,596,0.75,212,309,75,65.5,48.69,14.69,38.1
2011,65,Hartland,194.5,194.5,389,0.31,20,123,246,63.03,47.64,37.49,25.8
2011,66,Harwinton,675.0,109.0,784,5.8999999999999995,154,315,315,85.04,44.81,41.48,30.3
2011,67,Hebron,85.0,85.0,170,1.23,26,77,67,86.5,14.66,23.54,50.7
2011,68,Kent,231.5,231.5,463,0.87,76,75,312,59.18,33.53,38.59,55.5
2011,69,Killingly,213.5,213.5,427,1.37,305,59,63,64.59,39.24,23.18,48.4
2011,70,Killingworth,160.5,160.5,321,0.33,56,84,181,84.81,49.37,35.53,37.5
2011,71,Lebanon,191.0,85.0,276,1.34,118,79,79,80.34,13.12,39.38,21.6
2011,72,Ledyard,268.5,268.5,537,1.1,164,171,202,40.18,39.47,49.64,20.4
2011,73,Lisbon,250.5,250.5,501,0.64,63,257,181,56.0,20.25,20.54,33.7
2011,74,Litchfield,98.0,440.0,538,1.01,47,278,213,61.09,12.9,23.5,37.5
2011,75,Lyme,244.0,244.0,488,0.94,149,220,119,51.49,23.96,12.45,43.6
2011,76,Madison,221.0,221.0,442,0.57,157,45,240,49.98,40.72,14.18,18.3
2011,77,Manchester,214.0,214.0,428,0.52,155,72,201,41.89,25.92,36.2,59.6
2011,78,Mansfield,95.0,399.0,494,0.58,150,53,291,72.17,29.19,46.27,33.3
2011,79,Marlborough,301.5,301.5,603,1.1,224,326,53,53.13,49.78,22.76,53.6
2011,80,Meriden,311.5,311.5,623,0.55,259,220,144,42.62,22.96,13.09,40.5
2011,81,Middlebury,189.0,159.0,348,1.1,255,8,85,51.55,32.69,17.83,23.5
2011,82,Middlefield,203.0,203.0,406,0.28,60,325,21,80.1,21.44,25.48,51.5
2011,83,Middletown,36.0,724.0,760,1.17,259,171,330,82.57,22.68,18.08,47.8
2011,84,Milford,347.0,347.0,694,0.82,320,83,291,64.15,36.3,15.51,40.2
2011,85,Monroe,368.0,357.0,725,0.98,161,329,235,60.8,47.2,38.12,39.6
2011,86,Montville,193.0,193.0,386,0.7,30,328,28,88.89,29.41,5.35,21.7
2011,87,Morris,131.5,131.5,263,1.48,70,11,182,50.03,39.58,29.27,45.5
2011,88,Naugatuck,95.5,95.5,191,0.64,1,31,159,50.77,9.01,40.72,56.3
2011,89,New Britain,216.0,138.0,354,1.45,49,288,17,54.59,14.5,16.98,21.9
2011,90,New Canaan,245.0,245.0,490,0.81,134,319,37,48.64,27.6,32.15,29.1
2011,91,New Fairfield,274.0,274.0,548,0.66,145,303,100,58.97,5.9,35.1,55.9
2011,92,New Hartford,369.0,369.0,738,0.98,178,271,289,85.54,16.38,34.48,29.9
2011,93,New Haven,272.0,340.0,612,0.33,263,177,172,70.77,28.28,25.06,45.5
2011,95,New London,244.5,244.5,489,0.93,310,113,66,60.6,5.67,20.6,40.5
2011,96,New Milford,61.0,357.0,418,0.75,203,25,190,86.72,16.9,42.62,43.0
2011,94,Newington,288.0,288.0,576,1.4,298,236,42,42.42,28.13,39.13,35.5
2011,97,Newtown,308.5,308.5,617,1.01,186,309,122,50.51,30.79,19.46,30.6
2011,98,Norfolk,238.5,238.5,477,1.36,29,171,277,68.29,46.66,9.64,20.0
2011,99,North Branford,341.0,144.0,485,0.77,58,232,195,70.78,34.04,8.23,49.3
2011,100,North Canaan,188.0,188.0,376,0.17,8,36,332,41.98,23.66,9.24,49.3
2011,101,North Haven,698.0,13.0,711,0.55,323,264,124,60.15,46.87,31.23,46.2
2011,102,North Stonington,18.0,255.0,273,0.69,166,12,95,72.46,40.32,7.32,45.0
2011,103,Norwalk,176.0,573.0,749,0.14,278,315,156,74.9,14.0,20.16,28.2
2011,104,Norwich,167.0,167.0,334,0.93,190,105,39,71.91,10.89,38.89,18.9
2011,105,Old Lyme,395.0,143.0,538,1.23,241,125,172,56.03,35.41,18.25,52.0
2011,106,Old Saybrook,444.0,134.0,578,1.03,277,129,172,44.68,30.19,39.35,38.6
2011,107,Orange,232.0,355.0,587,0.51,153,315,119,61.36,40.54,38.55,30.9
2011,108,Oxford,343.0,343.0,686,1.19,159,255,272,46.44,38.25,16.06,22.3
2011,109,Plainfield,75.0,621.0,696,0.27,264,114,318,87.38,33.13,37.8,20.6
2011,111,Plymouth,264.0,528.0,792,0.87,234,298,260,63.76,49.39,38.65,32.7
2011,112,Pomfret,454.0,147.0,601,0.58,198,123,280,55.86,29.01,22.89,51.8
2011,113,Portland,307.5,307.5,615,0.69,32,255,328,78.32,10.09,14.47,56.6
2011,114,Preston,174.5,174.5,349,0.85,88,138,123,64.9,42.27,28.46,55.7
2011,115,Prospect,288.0,288.0,576,0.58,94,205,277,55.5,16.33,46.46,56.6
2011,116,Putnam,179.0,179.0,358,1.19,220,46,92,80.6,39.98,33.78,56.1
2011,117,Redding,159.0,159.0,318,1.06,68,216,34,83.36,48.07,12.78,40.1
2011,118,Ridgefield,850.0,71.0,921,0.67,293,318,310,73.65,36.36,35.72,27.2
2011,119,Rocky Hill,242.5,242.5,485,1.18,236,122,127,42.35,31.82,24.22,51.5
2011,120,Roxbury,104.0,104.0,208,0.51,159,30,19,68.32,25.72,31.62,27.0
2011,121,Salem,143.0,490.0,633,0.75,319,54,260,78.16,21.4,38.03,29.2
2011,122,Salisbury,322.5,322.5,645,1.53,327,152,166,46.83,20.89,28.17,27.8
2011,123,Scotland,68.0,810.0,878,1.18,275,285,318,51.43,33.64,41.63,39.6
2011,124,Seymour,98.0,461.0,559,1.07,289,35,235,84.12,38.81,37.5,31.5
2011,125,Sharon,188.5,188.5,377,0.32,41,305,31,41.01,35.53,32.68,24.5
2011,126,Shelton,24.0,555.0,579,1.03,65,284,230,77.64,13.93,11.79,37.0
2011,127,Sherman,232.5,232.5,465,1.23,20,255,190,63.69,27.23,42.62,54.7
2011,128,Simsbury,287.5,287.5,575,0.45,69,177,329,62.34,40.62,47.12,42.0
2011,129,Somers,219.5,219.5,439,1.19,260,35,144,40.35,26.41,11.16,54.9
2011,132,South Windsor,483.0,115.0,598,1.15,245,253,100,80.97,29.15,26.97,26.2
2011,130,Southbury,280.5,280.5,561,0.39,322,161,78,57.99,39.7,16.65,25.0
2011,131,Southington,150.0,263.0,413,0.41,234,20,159,67.04,34.76,38.95,42.2
2011,133,Sprague,143.0,675.0,818,0.99,271,293,254,73.87,23.42,37.47,37.5
2011,134,Stafford,225.0,225.0,450,3.2,98,74,278,75.13,45.29,11.34,45.7
2011,135,Stamford,38.0,683.0,721,1.39,328,206,187,87.8,12.32,44.47,51.4
2011,136,Sterling,108.0,312.0,420,0.91,34,177,209,66.57,49.8,13.14,49.6
2011,137,Stonington,223.0,223.0,446,0.85,170,36,240,59.99,10.35,40.88,57.6
2011,138,Stratford,41.0,242.0,283,1.57,109,119,55,87.69,5.67,25.56,34.7
2011,139,Suffield,185.0,362.0,547,0.3,294,117,136,72.11,45.05,19.77,26.7
2011,140,Thomaston,57.0,57.0,114,0.55,9,0,105,54.91,16.02,12.12,41.1
2011,141,Thompson,397.0,80.0,477,1.03,201,208,68,46.32,37.84,12.54,22.7
2011,142,Tolland,222.0,533.0,755,0.37,256,310,189,82.13,41.5,34.79,30.1
2011,143,Torrington,633.0,26.0,659,0.72,261,207,191,58.11,43.65,29.77,26.7
2011,144,Trumbull,132.0,478.0,610,0.92,180,153,277,73.02,49.62,10.49,34.7
2011,145,Union,162.0,183.0,345,1.35,65,249,31,63.54,18.23,10.07,22.7
2011,146,Vernon,214.0,423.0,637,0.99,293,170,174,49.95,36.96,8.25,19.3
2011,147,Voluntown,365.5,365.5,731,1.39,160,314,257,70.08,10.19,38.47,45.6
2011,148,Wallingford,234.0,260.0,494,0.39,66,306,122,43.03,23.31,37.03,43.6
2011,149,Warren,144.5,144.5,289,1.24,99,106,84,60.67,43.16,7.63,47.8
2011,150,Washington,216.5,216.5,433,1.19,76,142,215,67.33,21.54,30.21,45.7
2011,151,Waterbury,128.0,128.0,256,1.06,34,7,215,61.8,31.6,8.81,22.8
2011,152,Waterford,75.0,75.0,150,0.44,44,93,13,77.43,27.67,45.67,30.2
2011,153,Watertown,8.0,273.0,281,0.8,149,96,36,81.4,34.07,45.82,23.4
2011,155,West Hartford,73.0,26.0,99,0.92,67,6,26,78.56,48.78,36.42,53.4
2011,156,West Haven,338.5,338.5,677,1.08,253,273,151,41.94,7.51,46.68,49.4
2011,154,Westbrook,45.0,45.0,90,0.35,16,11,63,49.71,30.83,41.52,26.5
2011,157,Weston,165.0,165.0,330,0.73,260,1,69,66.83,43.84,42.28,32.3
2011,158,Westport,252.0,119.0,371,0.8,212,6,153,86.74,26.66,30.64,58.6
2011,159,Wethersfield,229.0,346.0,575,0.66,312,11,252,81.75,8.53,18.77,43.0
2011,160,Willington,518.0,63.0,581,0.68,255,56,270,82.13,30.22,14.8,51.6
2011,161,Wilton,173.0,147.0,320,1.07,215,77,28,55.16,19.94,19.72,29.1
2011,162,Winchester,215.5,215.5,431,1.31,285,73,73,61.47,11.97,33.28,26.8
2011,163,Windham,167.0,354.0,521,0.93,6,232,283,63.54,43.21,12.77,50.9
2011,164,Windsor,169.0,365.0,534,0.93,198,278,58,47.87,28.47,16.64,46.8
2011,165,Windsor Locks,180.5,180.5,361,0.31,90,29,242,41.55,47.0,26.06,46.6
2011,166,Wolcott,393.5,393.5,787,0.61,146,313,328,87.35,41.27,15.49,41.2
2011,167,Woodbridge,195.5,195.5,391,1.09,149,94,148,52.04,36.18,31.49,41.7
2011,168,Woodbury,183.5,183.5,367,0.03,51,307,9,52.0,5.23,46.54,48.9
2011,169,Woodstock,193.0,235.0,428,0.82,242,55,131,44.17,24.25,38.66,29.3
2012,1,Andover,144.0,144.0,288,0.5,218,9,61,86.43,13.89,34.99,32.8
2012,2,Ansonia,28.0,384.0,412,1.02,5,146,261,68.99,45.99,31.22,54.6
2012,3,Ashford,164.0,247.0,411,1.06,108,86,217,73.35,12.86,26.96,31.0
2012,4,Avon,421.0,127.0,548,0.05,65,252,231,85.58,17.87,13.4,40.9
2012,5,Barkhamsted,133.0,133.0,266,1.14,9,186,71,57.28,28.26,45.26,47.5
2012,6,Beacon Falls,224.0,224.0,448,1.31,201,232,15,71.08,16.85,16.18,60.0
2012,7,Berlin,495.0,75.0,570,1.06,281,252,37,41.94,14.44,9.11,36.3
2012,8,Bethany,364.0,248.0,612,0.24,213,223,176,49.34,31.96,38.75,36.0
2012,9,Bethel,195.0,195.0,390,0.76,67,3,320,81.56,9.0,12.9,53.4
2012,10,Bethlehem,341.0,98.0,439,0.52,246,111,82,78.34,7.62,21.74,51.8
2012,11,Bloomfield,499.0,35.0,534,1.08,326,192,16,57.53,21.75,6.27,48.7
2012,12,Bolton,172.0,172.0,344,1.14,49,140,155,58.84,37.43,11.17,37.5
2012,13,Bozrah,254.5,254.5,509,0.27,16,322,171,66.68,29.97,12.79,31.6
2012,14,Branford,109.0,109.0,218,0.8,10,139,69,40.01,24.03,7.45,43.6
2012,16,Bridgewater,216.0,256.0,472,0.86,308,94,70,52.06,30.46,34.55,54.8
2012,17,Bristol,300.0,299.0,599,0.5,305,40,254,50.41,21.45,42.67,55.1
2012,18,Brookfield,131.0,123.0,254,0.92,123,1,130,52.52,47.13,21.8,22.6
2012,19,Brooklyn,274.5,274.5,549,1.57,224,277,48,80.3,7.47,44.36,36.0
2012,20,Burlington,69.0,343.0,412,0.42,243,149,20,53.98,35.3,14.6,37.5
2012,21,Canaan,251.0,425.0,676,0.87,317,40,319,49.58,45.11,19.64,59.1
2012,22,Canterbury,414.0,251.0,665,1.6,331,115,219,65.21,41.17,11.78,46.5
2012,23,Canton,166.5,166.5,333,1.47,28,119,186,83.28,13.28,32.93,35.1
2012,24,Chaplin,444.0,107.0,551,0.72,284,236,31,52.07,18.32,23.89,19.1
2012,25,Cheshire,264.5,264.5,529,1.33,58,269,202,43.93,37.27,32.6,41.7
2012,26,Chester,181.0,526.0,707,1.17,142,290,275,57.82,8.79,39.28,22.0
2012,27,Clinton,166.0,408.0,574,0.95,325,8,241,77.38,41.53,29.56,53.0
2012,28,Colchester,90.0,462.0,552,1.24,299,238,15,67.53,37.35,33.24,49.6
2012,29,Colebrook,328.5,328.5,657,1.6,225,117,315,80.84,37.83,47.09,37.3
2012,30,Columbia,324.5,324.5,649,0.8,163,314,172,87.98,9.51,18.46,36.0
2012,31,Cornwall,530.0,0.0,530,0.97,83,311,136,79.63,37.3,21.16,55.7
2012,32,Coventry,38.0,461.0,499,1.23,312,9,178,70.19,35.59,37.3,30.1
2012,33,Cromwell,125.0,75.0,200,1.41,116,24,60,64.67,42.39,32.51,28.5
2012,34,Danbury,450.0,144.0,594,1.43,319,172,103,42.0,6.87,13.03,57.4
2012,35,Darien,172.0,571.0,743,0.84,203,224,316,89.22,6.04,21.93,52.0
2012,36,Deep River,248.5,248.5,497,1.11,293,10,194,59.17,21.79,26.05,52.5
2012,37,Derby,249.5,249.5,499,0.99,144,100,255,47.61,11.7,23.87,26.2
2012,38,Durham,219.0,146.0,365,0.52,26,264,75,73.34,30.13,13.02,24.0
2012,40,East Granby,306.0,306.0,612,0.53,16,326,270,54.21,46.28,46.6,19.1
2012,41,East Haddam,57.0,267.0,324,4.0,62,82,180,69.29,22.62,39.3,28.0
2012,42,East Hampton,659.0,13.0,672,0.39,266,275,131,69.34,43.02,26.66,50.5
2012,43,East Hartford,236.5,236.5,473,1.06,63,260,150,62.29,5.01,35.6,28.1
2012,44,East Haven,206.0,206.0,412,0.41,38,220,154,81.81,12.58,45.38,48.6
2012,45,East Lyme,336.5,336.5,673,1.37,129,310,234,53.25,6.37,11.13,28.6
2012,47,East Windsor,289.5,289.5,579,0.65,114,218,247,62.43,19.77,16.27,34.6
2012,39,Eastford,148.0,148.0,296,1.42,44,88,164,66.88,45.87,29.42,59.3
2012,46,Easton,216.5,216.5,433,1.44,215,14,204,73.18,9.36,40.96,28.3
2012,48,Ellington,0.0,496.0,496,0.86,87,245,164,79.2,32.29,6.63,33.8
2012,49,Enfield,386.0,177.0,563,0.64,176,175,212,59.74,25.32,49.28,30.6
2012,50,Essex,260.0,260.0,520,0.47,264,3,253,72.3,47.23,25.47,22.6
2012,51,Fairfield,347.0,246.0,593,1.14,104,333,156,47.53,10.51,21.17,38.6
2012,52,Farmington,189.0,340.0,529,1.19,333,20,176,86.63,14.54,18.17,33.9
2012,53,Franklin,504.0,77.0,581,1.05,300,207,74,59.15,6.33,12.85,47.2
2012,54,Glastonbury,190.0,293.0,483,0.74,170,136,177,76.48,24.53,40.62,52.3
2012,55,Goshen,507.0,204.0,711,1.07,107,321,283,41.02,17.5,47.99,40.9
2012,56,Granby,368.0,336.0,704,0.68,160,215,329,50.26,44.15,23.61,19.4
2012,57,Greenwich,408.0,122.0,530,1.07,282,116,132,64.35,32.22,47.86,44.0
2012,58,Griswold,170.5,170.5,341,1.33,39,178,124,83.91,32.63,42.07,20.3
2012,59,Groton,290.5,290.5,581,1.2,25,245,311,66.36,28.94,26.65,43.9
2012,60,Guilford,264.0,264.0,528,0.95,82,127,319,86.49,9.13,35.33,46.8
2012,61,Haddam,116.0,259.0,375,0.68,172,77,126,64.19,25.03,24.57,26.3
2012,62,Hamden,133.0,491.0,624,0.28,172,228,224,64.52,49.98,30.14,52.4
2012,63,Hampton,57.0,532.0,589,0.15,281,292,16,45.99,42.59,7.61,56.3
2012,64,Hartford,555.0,85.0,640,0.17,69,261,310,80.13,45.21,36.33,52.1
2012,65,Hartland,324.0,324.0,648,1.14,322,81,245,52.35,42.05,7.38,30.8
2012,66,Harwinton,223.5,223.5,447,0.77,5,306,136,84.98,9.64,41.77,42.6
2012,67,Hebron,172.0,392.0,564,0.75,283,65,216,85.54,15.24,42.12,56.4
2012,68,Kent,242.0,242.0,484,1.52,194,95,195,87.17,5.14,15.67,31.5
2012,69,Killingly,178.0,178.0,356,1.24,12,144,200,66.01,18.66,19.56,52.4
2012,70,Killingworth,148.0,184.0,332,0.5,62,64,206,73.85,9.89,26.66,18.4
2012,71,Lebanon,17.5,17.5,35,1.17,12,8,15,78.93,26.28,31.85,18.2
2012,72,Ledyard,222.5,222.5,445,0.43,248,185,12,46.55,35.47,17.93,49.9
2012,73,Lisbon,212.0,226.0,438,0.64,204,157,77,70.05,44.35,31.66,50.0
2012,74,Litchfield,202.0,293.0,495,1.18,252,30,213,41.71,38.71,18.4,51.1
2012,75,Lyme,258.5,258.5,517,0.69,39,150,328,64.88,47.24,7.5,57.1
2012,76,Madison,228.0,372.0,600,0.74,164,318,118,47.74,7.43,5.11,23.0
2012,77,Manchester,225.5,225.5,451,0.59,30,241,180,49.15,5.55,9.55,27.7
2012,78,Mansfield,226.0,268.0,494,0.55,16,155,323,58.25,34.76,40.65,56.0
2012,79,Marlborough,261.5,261.5,523,1.2,136,58,329,61.62,18.02,48.26,25.4
2012,80,Meriden,232.0,232.0,464,1.47,319,9,136,71.16,16.41,24.21,46.7
2012,81,Middlebury,440.0,173.0,613,0.77,312,123,178,43.72,19.89,28.07,40.3
2012,82,Middlefield,401.0,251.0,652,0.73,164,281,207,65.18,17.14,11.61,21.5
2012,83,Middletown,46.0,523.0,569,0.32,280,236,53,49.13,28.01,29.8,30.0
2012,84,Milford,232.0,400.0,632,0.5,222,332,78,68.7,24.81,11.51,39.9
2012,85,Monroe,304.0,103.0,407,1.08,121,16,270,71.87,28.06,32.5,53.8
2012,86,Montville,258.5,258.5,517,0.51,77,323,117,67.84,35.27,47.0,47.7
2012,87,Morris,142.0,297.0,439,0.3,312,22,105,76.91,22.42,13.81,44.1
2012,88,Naugatuck,414.0,24.0,438,0.45,326,8,104,56.78,16.31,39.41,38.8
2012,89,New Britain,512.0,83.0,595,1.51,87,206,302,78.26,12.48,6.06,30.5
2012,90,New Canaan,136.5,136.5,273,1.03,112,44,117,61.64,20.73,21.9,23.0
2012,91,New Fairfield,565.0,92.0,657,0.62,99,330,228,64.21,38.38,9.98,35.2
2012,92,New Hartford,237.5,237.5,475,1.09,302,26,147,72.41,39.05,20.86,19.2
2012,95,New London,258.0,316.0,574,1.23,238,187,149,40.92,35.01,12.81,26.9
2012,96,New Milford,276.0,276.0,552,0.69,110,139,303,72.7,15.53,21.8,36.2
2012,94,Newington,176.0,176.0,352,0.49,89,8,255,70.93,31.46,23.79,35.6
2012,97,Newtown,226.0,226.0,452,0.83,138,233,81,55.49,30.68,18.53,19.9
2012,98,Norfolk,120.0,120.0,240,0.32,134,91,15,44.29,26.79,34.55,42.7
2012,99,North Branford,11.0,268.0,279,0.85,11,76,192,44.55,29.75,46.35,41.1
2012,100,North Canaan,329.0,367.0,696,1.33,243,243,210,86.16,27.13,23.03,21.3
2012,101,North Haven,293.0,293.0,586,1.02,181,332,73,74.46,30.45,13.66,57.6
2012,102,North Stonington,312.0,312.0,624,1.25,194,154,276,46.36,37.2,17.18,22.2
2012,103,Norwalk,199.0,199.0,398,1.11,121,217,60,57.84,9.93,43.43,53.9
2012,104,Norwich,357.0,2.0,359,0.74,52,284,23,69.62,38.73,30.72,18.0
2012,105,Old Lyme,171.5,171.5,343,1.2,172,149,22,81.78,11.11,25.48,55.1
2012,106,Old Saybrook,407.0,356.0,763,1.22,178,328,257,42.18,8.0,11.73,18.8
2012,107,Orange,288.0,288.0,576,0.73,292,87,197,51.83,48.92,25.24,49.8
2012,108,Oxford,107.5,107.5,215,0.61,58,105,52,84.49,48.06,17.53,33.2
2012,109,Plainfield,7.0,477.0,484,0.55,53,293,138,40.46,7.72,47.44,49.0
2012,110,Plainville,121.0,499.0,620,0.44,256,94,270,50.07,24.95,44.78,34.9
2012,111,Plymouth,347.0,349.0,696,1.24,244,252,200,87.95,13.38,8.78,21.0
2012,112,Pomfret,174.5,174.5,349,0.74,148,38,163,70.67,26.84,28.25,50.2
2012,113,Portland,89.0,539.0,628,1.34,283,254,91,53.08,42.36,15.13,21.0
2012,114,Preston,45.0,45.0,90,0.95,15,53,22,43.35,47.78,23.48,56.7
2012,115,Prospect,252.0,252.0,504,0.64,175,242,87,41.41,33.54,44.46,20.1
2012,116,Putnam,315.0,2.0,317,1.28,27,109,181,52.24,20.93,28.74,38.1
2012,117,Redding,177.0,486.0,663,0.6,128,253,282,84.07,32.15,20.04,48.4
2012,118,Ridgefield,176.5,176.5,353,1.11,222,111,20,60.8,19.04,14.35,34.5
2012,119,Rocky Hill,232.0,232.0,464,0.32,243,173,48,76.02,45.94,41.01,27.1
2012,120,Roxbury,307.0,307.0,614,1.09,237,188,189,85.91,44.17,33.1,49.9
2012,121,Salem,40.0,615.0,655,1.01,231,220,204,60.4,30.12,26.06,50.9
2012,122,Salisbury,308.0,308.0,616,1.09,325,248,43,49.56,19.62,14.79,56.8
2012,123,Scotland,220.5,220.5,441,0.16,91,51,299,65.86,18.2,20.04,33.8
2012,124,Seymour,145.0,145.0,290,0.48,2,161,127,85.4,6.5,48.19,39.3
2012,125,Sharon,151.0,151.0,302,0.24,80,34,188,80.22,41.71,28.4,33.3
2012,126,Shelton,124.0,124.0,248,1.09,43,36,169,43.29,25.27,23.03,28.8
2012,127,Sherman,144.0,621.0,765,0.93,154,333,278,74.63,19.63,28.46,49.5
2012,128,Simsbury,200.0,339.0,539,0.09,23,316,200,68.59,26.2,40.05,32.3
2012,129,Somers,166.0,166.0,332,0.24,98,110,124,85.37,41.84,20.3,36.0
2012,132,South Windsor,318.5,318.5,637,0.31,170,176,291,46.12,10.61,13.04,35.0
2012,130,Southbury,460.0,5.0,465,0.49,147,8,310,66.7,43.59,31.32,47.9
2012,131,Southington,205.5,205.5,411,0.43,122,274,15,83.97,45.39,34.93,56.5
2012,133,Sprague,252.0,252.0,504,1.43,111,120,273,60.5,47.6,37.07,46.0
2012,134,Stafford,263.0,263.0,526,0.58,129,104,293,64.1,22.89,44.69,37.8
2012,135,Stamford,120.5,120.5,241,0.74,67,155,19,43.52,14.77,21.7,50.7
2012,136,Sterling,179.0,179.0,358,1.17,315,25,18,53.91,21.81,8.39,44.9
2012,137,Stonington,261.5,261.5,523,0.64,216,295,12,56.23,19.98,48.13,20.5
2012,138,Stratford,67.5,67.5,135,1.27,95,24,16,87.26,12.93,24.58,22.0
2012,139,Suffield,389.0,28.0,417,0.44,144,68,205,54.13,32.33,33.05,19.6
2012,140,Thomaston,193.5,193.5,387,0.82,32,326,29,63.04,26.45,34.98,37.2
2012,141,Thompson,366.5,366.5,733,0.64,285,150,298,73.57,43.96,29.59,52.7
2012,142,Tolland,255.0,116.0,371,1.09,4,64,303,48.11,6.44,14.24,31.1
2012,143,Torrington,154.0,154.0,308,1.4,117,149,42,64.32,33.97,38.98,34.1
2012,144,Trumbull,275.0,275.0,550,0.97,139,319,92,76.93,39.33,41.17,56.2
2012,145,Union,269.0,269.0,538,0.27,229,244,65,83.34,39.18,29.88,53.1
2012,146,Vernon,167.0,167.0,334,0.68,159,57,118,71.31,44.87,26.99,45.9
2012,147,Voluntown,9.0,747.0,756,0.3,293,155,308,73.45,37.81,10.13,29.2
2012,148,Wallingford,215.0,215.0,430,1.23,248,111,71,46.31,46.75,8.78,22.9
2012,149,Warren,363.5,363.5,727,0.68,272,122,333,87.29,19.97,20.28,18.7
2012,150,Washington,241.0,307.0,548,0.99,185,202,161,46.63,27.64,18.99,22.5
2012,151,Waterbury,250.0,121.0,371,0.65,39,3,329,78.73,5.63,47.91,30.3
2012,152,Waterford,339.0,339.0,678,1.09,223,128,327,53.24,5.31,40.26,41.2
2012,153,Watertown,4.0,440.0,444,0.47,151,25,268,86.68,15.81,34.7,20.7
2012,155,West Hartford,118.0,526.0,644,1.37,139,288,217,76.0,9.54,28.29,23.7
2012,156,West Haven,203.0,203.0,406,1.23,127,26,253,77.69,16.71,12.53,25.6
2012,154,Westbrook,122.5,122.5,245,0.8,146,41,58,50.95,12.97,49.03,44.5
2012,157,Weston,64.0,321.0,385,0.39,284,70,31,62.15,6.28,21.88,43.9
2012,158,Westport,145.0,254.0,399,0.67,217,63,119,70.89,45.92,9.81,41.1
2022,132,South Windsor,223.0,329.0,552,0.91,219,24,309,78.5,5.37,27.22,28.5
2012,159,Wethersfield,108.0,108.0,216,1.41,144,71,1,45.2,38.12,44.33,33.6
2012,160,Willington,176.0,536.0,712,0.66,328,267,117,88.12,11.85,44.93,22.1
2012,161,Wilton,312.5,312.5,625,0.85,276,313,36,84.51,46.05,5.49,27.5
2012,162,Winchester,215.5,215.5,431,0.44,241,94,96,53.52,45.18,44.88,55.7
2012,163,Windham,281.0,348.0,629,1.08,59,314,256,81.14,34.43,17.22,59.1
2012,164,Windsor,62.0,278.0,340,0.37,97,116,127,65.92,35.25,6.75,45.2
2012,165,Windsor Locks,216.0,432.0,648,1.14,330,163,155,63.09,5.24,43.15,56.5
2012,166,Wolcott,300.5,300.5,601,1.43,180,277,144,55.72,49.32,43.87,45.0
2012,167,Woodbridge,116.5,116.5,233,1.15,113,64,56,69.05,44.5,31.83,19.4
2012,168,Woodbury,238.0,238.0,476,1.0,102,305,69,76.49,45.28,30.85,59.9
2012,169,Woodstock,310.0,310.0,620,1.01,318,259,43,60.55,34.67,41.59,22.2
2013,1,Andover,460.0,34.0,494,0.81,56,227,211,71.46,20.52,40.38,46.7
2013,2,Ansonia,328.5,328.5,657,0.39,284,199,174,74.97,45.21,45.05,28.6
2013,3,Ashford,243.5,243.5,487,0.9,128,219,140,75.56,18.12,29.87,34.5
2013,4,Avon,104.0,464.0,568,0.73,314,179,75,42.6,30.32,48.54,45.1
2013,5,Barkhamsted,98.0,371.0,469,0.39,85,227,157,82.99,9.49,49.83,36.3
2013,6,Beacon Falls,510.0,24.0,534,1.24,199,251,84,62.91,46.49,10.24,28.5
2013,7,Berlin,384.0,305.0,689,1.03,70,298,321,53.12,11.33,43.23,32.0
2013,8,Bethany,404.0,4.0,408,0.48,97,3,308,52.09,15.12,27.49,32.3
2013,9,Bethel,228.0,228.0,456,1.17,299,140,17,64.15,30.12,22.44,58.3
2013,10,Bethlehem,517.0,106.0,623,1.37,175,165,283,84.34,39.38,32.59,51.5
2013,11,Bloomfield,475.0,51.0,526,1.05,232,253,41,58.92,32.87,7.52,37.3
2013,12,Bolton,179.5,179.5,359,1.09,74,152,133,77.49,15.45,27.79,26.4
2013,13,Bozrah,154.5,154.5,309,1.42,142,66,101,44.84,5.04,44.19,52.1
2023,91,New Fairfield,106.0,106.0,212,1.2,22,54,136,63.8,39.07,14.61,24.6
2013,14,Branford,248.0,248.0,496,1.33,180,95,221,89.58,49.33,24.19,26.8
2013,15,Bridgeport,219.0,219.0,438,0.69,44,166,228,78.52,41.45,47.28,33.4
2013,16,Bridgewater,352.0,352.0,704,0.99,91,320,293,50.53,25.71,24.29,55.0
2013,17,Bristol,436.0,467.0,903,0.4,268,330,305,65.07,45.67,21.13,23.5
2013,18,Brookfield,22.0,387.0,409,0.43,33,61,315,51.68,23.44,24.82,23.1
2013,19,Brooklyn,228.0,228.0,456,0.41,165,173,118,60.48,28.62,28.38,38.7
2022,55,Goshen,224.0,224.0,448,0.37,227,68,153,52.6,40.49,16.8,48.3
2013,20,Burlington,209.5,209.5,419,0.48,69,252,98,79.0,26.47,33.44,29.6
2013,22,Canterbury,314.5,314.5,629,0.26,195,111,323,78.56,25.14,41.03,41.9
